ph,hardness,solid,chloramine,sulfate,conductivity,carbon,trihalo,turbidity,potability
,209.87,"20,116.91",6.94,370.38,338.96,11.34,51.16,3.62,1.00
7.80,210.67,"19,873.30",7.28,,448.60,7.02,55.80,3.35,1.00
7.26,216.62,"19,412.11",6.93,,301.95,19.21,67.71,3.96,1.00
7.54,211.05,"34,359.40",8.17,365.81,447.52,18.55,60.16,3.71,1.00
7.75,229.49,"21,995.07",7.75,320.44,398.54,18.20,41.06,4.32,1.00
7.44,194.76,"34,565.70",8.49,294.84,350.09,18.96,79.96,2.89,1.00
6.56,164.64,"30,660.21",8.85,272.52,533.58,10.96,83.66,4.22,1.00
7.04,220.50,"19,746.49",7.06,371.91,536.18,15.30,67.90,4.56,1.00
7.88,226.00,"19,486.88",6.21,356.34,472.37,12.00,55.03,3.58,1.00
7.50,236.71,"21,736.37",6.59,407.31,299.19,20.74,68.31,4.24,1.00
,200.97,"12,700.49",7.71,395.09,464.02,15.09,63.62,3.76,1.00
6.54,214.99,"12,330.41",7.30,389.82,465.35,22.09,24.53,3.43,1.00
6.37,180.96,"17,502.88",6.47,367.73,411.58,11.60,,4.54,1.00
5.76,171.97,"8,086.83",7.30,330.13,442.76,11.36,95.90,4.00,1.00
6.92,188.91,"14,052.45",6.19,,338.32,17.86,66.74,3.57,1.00
8.81,236.39,"40,684.39",6.61,303.53,278.36,14.58,72.87,4.24,1.00
7.36,231.79,"29,169.72",7.93,375.10,389.27,13.85,39.53,3.75,1.00
9.18,281.59,"47,852.89",8.33,314.78,422.32,9.97,64.07,2.96,1.00
,192.74,"32,349.10",8.75,272.09,581.98,13.58,64.44,3.95,1.00
6.55,145.81,"25,070.01",5.72,285.22,369.61,8.65,,4.82,1.00
6.51,223.86,"15,147.17",7.67,389.39,437.05,12.09,52.34,4.23,1.00
7.35,199.61,"19,073.26",5.77,336.99,413.21,12.48,56.79,4.30,1.00
8.11,217.27,"38,184.47",7.25,311.91,281.07,13.03,78.58,4.43,1.00
,237.08,"35,434.28",7.62,381.34,365.03,13.45,33.44,3.83,1.00
5.99,151.36,"20,155.43",7.72,275.08,478.33,18.02,99.06,3.76,1.00
,212.71,"25,626.48",8.59,338.66,330.25,11.05,64.47,4.22,1.00
,161.04,"25,583.49",6.80,,467.48,14.11,52.33,4.51,1.00
6.43,177.25,"20,321.23",6.38,373.05,375.03,11.68,61.63,3.64,1.00
6.77,201.65,"25,887.63",9.37,327.62,519.38,17.72,90.06,5.20,1.00
7.93,224.72,"27,402.02",6.88,343.29,315.91,14.14,32.44,4.85,1.00
7.34,229.98,"12,603.40",5.98,351.32,370.86,19.39,79.97,4.02,1.00
7.08,198.41,"16,648.60",6.93,348.55,472.28,17.25,59.63,3.26,1.00
6.75,176.79,"32,040.51",7.93,,467.15,11.21,47.53,3.74,1.00
7.74,203.40,"21,403.00",7.62,333.21,424.33,16.95,48.42,3.61,1.00
7.56,223.23,"14,739.07",6.73,372.03,481.34,8.90,62.13,4.26,1.00
7.83,213.25,"18,821.39",6.48,316.57,405.28,16.87,55.91,3.55,1.00
6.75,154.33,"25,137.43",8.50,274.88,330.08,15.98,69.94,3.49,1.00
6.54,146.06,"35,965.74",8.58,,474.01,21.37,54.13,3.79,1.00
8.55,236.86,"17,828.29",4.75,341.04,423.11,15.31,80.93,3.04,1.00
7.50,231.54,"22,452.64",7.82,,381.00,14.34,,4.66,1.00
5.76,183.07,"22,025.70",8.95,,376.58,10.55,63.30,3.25,1.00
7.28,165.80,"30,396.90",7.84,281.90,475.65,12.33,83.40,6.08,1.00
7.49,216.38,"9,465.32",4.95,341.46,501.35,11.25,52.95,3.75,1.00
6.12,158.73,"22,481.03",8.47,,458.99,15.50,,3.98,1.00
5.23,127.12,"7,907.33",6.76,335.46,475.33,12.73,79.42,5.14,1.00
,255.95,"15,097.02",8.48,361.97,471.48,14.57,40.29,3.23,1.00
6.42,180.29,"26,034.53",9.71,308.96,473.06,17.72,57.60,3.14,1.00
7.67,205.60,"11,579.44",4.26,356.14,407.72,10.83,83.24,4.59,1.00
7.13,191.40,"25,227.55",6.61,319.25,419.30,12.87,78.47,4.51,1.00
,108.92,"14,476.34",5.40,281.20,512.23,15.01,86.67,3.90,1.00
6.62,179.24,"26,392.86",9.31,,496.36,12.79,78.26,4.45,1.00
6.50,159.18,"13,403.09",6.96,296.08,359.97,15.64,63.51,3.75,1.00
7.46,195.03,"33,173.50",7.55,,534.17,17.33,38.37,3.54,1.00
,221.67,"32,269.50",8.77,303.96,357.36,12.82,51.37,4.80,1.00
7.10,221.51,"17,240.02",9.18,322.62,442.54,16.58,78.12,4.79,1.00
6.99,197.69,"12,150.72",7.98,341.10,303.60,14.33,70.86,3.85,0.00
,184.74,"32,328.71",8.40,292.94,617.14,8.35,51.46,5.49,0.00
8.30,222.44,"20,320.11",7.32,297.14,374.12,15.78,93.45,4.17,0.00
3.85,211.76,"14,686.28",7.56,326.91,371.27,21.77,35.78,3.14,0.00
,174.92,"28,990.79",4.66,417.34,468.84,10.02,53.35,3.67,0.00
9.38,166.27,"32,471.46",7.34,,498.31,12.78,56.79,4.57,0.00
9.00,169.23,"21,790.01",7.92,,436.92,18.22,73.22,4.52,0.00
5.69,241.22,"14,083.83",5.74,293.47,498.28,24.76,70.73,2.99,0.00
7.30,177.66,"23,441.27",9.11,326.29,478.47,14.00,55.18,2.77,0.00
7.03,201.00,"24,510.51",5.82,401.27,371.62,12.85,89.19,4.42,0.00
4.35,197.28,"9,848.04",10.81,,295.75,19.96,81.75,4.36,0.00
5.29,234.27,"26,811.20",3.61,369.61,570.98,12.78,44.68,3.52,0.00
7.26,187.77,"24,354.34",7.20,,346.29,10.89,61.56,4.27,0.00
9.25,184.44,"22,749.18",7.40,375.01,436.49,15.40,44.79,4.00,0.00
9.68,199.53,"32,916.33",6.13,,461.30,16.11,76.54,2.80,0.00
,184.99,"19,764.63",7.51,,293.48,12.93,,3.02,0.00
6.74,196.83,"23,565.73",7.59,315.57,500.14,11.66,31.78,3.50,0.00
6.81,261.39,"15,149.49",7.06,,397.79,11.99,66.26,3.28,0.00
6.97,222.89,"25,441.06",7.38,,647.35,17.39,38.73,4.36,0.00
7.45,179.15,"17,763.31",9.88,328.46,364.13,12.98,49.05,2.95,0.00
6.21,192.22,"19,330.04",8.79,,401.38,18.23,61.27,3.21,0.00
7.34,187.67,"21,273.46",7.78,,332.08,16.84,55.02,4.03,0.00
7.05,187.42,"15,423.39",8.87,341.56,561.79,14.28,,3.17,0.00
6.64,226.53,"13,730.26",9.06,257.46,275.07,12.78,,3.81,0.00
10.15,242.15,"24,649.67",4.80,347.07,348.48,17.61,73.00,4.48,0.00
14.00,235.68,"24,008.99",5.64,381.10,460.75,13.45,72.86,3.17,0.00
8.47,128.62,"15,273.05",10.73,,553.35,16.93,69.74,4.15,0.00
6.04,151.15,"24,207.08",8.41,,410.91,10.09,107.59,4.20,0.00
5.84,194.62,"17,721.96",5.65,410.36,622.96,17.63,93.07,4.24,0.00
8.11,236.49,"26,631.21",6.27,275.09,496.99,18.59,58.31,2.65,0.00
5.59,143.51,"22,234.70",9.25,368.39,437.12,11.58,52.42,4.15,0.00
5.90,196.27,"19,399.22",7.64,328.27,324.05,18.51,77.16,3.82,0.00
10.28,249.32,"23,259.01",3.33,284.41,468.87,5.19,67.62,2.84,0.00
9.58,205.75,"33,080.59",5.66,356.70,333.07,16.98,68.91,3.42,0.00
7.09,139.91,"18,975.64",7.57,423.05,528.27,18.56,68.65,3.63,0.00
,210.74,"12,229.30",6.95,387.39,422.03,14.68,77.32,2.52,0.00
9.69,190.16,"18,752.58",7.07,,461.07,9.11,64.23,3.09,0.00
6.53,181.07,"22,444.08",10.47,271.86,351.06,12.00,,3.57,0.00
,193.63,"18,753.21",8.69,327.34,478.10,13.17,52.67,2.37,0.00
7.74,208.92,"27,648.16",5.62,332.82,397.06,12.49,73.18,5.02,0.00
8.29,191.86,"22,526.28",7.98,,292.86,18.00,72.58,4.29,0.00
7.25,223.70,"24,311.91",7.39,275.62,306.78,9.70,77.20,4.36,0.00
7.74,219.66,"30,809.71",6.79,,405.03,12.76,70.37,5.10,0.00
,214.22,"19,026.67",7.63,,421.14,16.83,74.63,3.99,0.00
6.89,185.74,"12,218.10",8.02,350.66,394.44,17.06,86.63,4.10,0.00
6.05,230.59,"20,278.38",9.36,305.78,333.53,12.59,55.30,2.22,0.00
11.57,192.92,"39,234.47",8.86,236.00,463.44,19.63,81.50,3.76,0.00
10.16,194.30,"28,915.64",7.30,316.53,279.17,18.45,63.06,2.94,0.00
8.72,145.25,"20,256.35",10.65,,612.33,13.05,94.83,3.01,0.00
3.72,183.35,"14,841.24",9.53,,293.92,12.94,112.06,3.78,0.00
4.89,184.55,"10,922.54",7.46,352.83,338.68,21.62,91.01,3.59,0.00
6.07,138.22,"14,852.53",8.09,,389.30,17.02,100.44,5.04,0.00
9.03,156.27,"24,897.56",7.64,416.53,342.75,13.60,62.50,3.63,0.00
9.91,160.10,"32,130.00",6.11,405.30,541.22,11.55,46.08,5.55,0.00
,165.74,"19,919.32",7.28,351.97,420.12,17.78,46.00,3.43,0.00
4.23,207.67,"21,214.37",6.84,304.28,488.46,13.49,65.31,3.73,0.00
9.14,233.18,"32,105.29",6.75,,370.93,16.33,68.70,3.64,0.00
3.91,152.82,"17,857.72",7.36,324.38,342.41,7.64,75.20,3.20,0.00
7.38,148.30,"14,417.98",9.08,347.96,316.58,13.49,58.86,5.34,0.00
,180.68,"8,692.54",8.67,396.53,534.34,10.30,87.65,3.91,0.00
8.52,141.81,"12,658.18",11.26,347.27,387.09,12.79,69.58,4.34,0.00
5.71,199.12,"25,815.61",6.38,,483.82,11.64,79.47,4.33,0.00
3.72,199.08,"15,900.80",8.56,291.10,371.85,11.97,,2.35,0.00
6.52,183.23,"14,284.65",8.39,373.09,495.42,11.64,58.66,3.27,0.00
7.91,190.43,"16,461.50",5.45,394.31,294.18,17.66,82.42,3.89,0.00
6.59,211.17,"28,990.30",8.88,267.20,504.91,14.05,68.98,4.10,0.00
4.30,218.32,"17,639.86",7.53,331.83,424.21,15.01,70.05,4.59,0.00
8.58,215.14,"15,778.73",7.53,316.96,359.83,14.94,79.46,4.00,0.00
8.88,145.28,"17,621.39",8.27,341.48,286.89,15.19,42.29,4.71,0.00
10.50,143.77,"31,320.25",7.73,402.95,491.22,12.00,75.64,4.68,0.00
,219.07,"31,044.74",6.77,263.90,411.47,16.21,70.85,1.98,0.00
6.95,214.17,"32,946.57",5.48,333.44,318.88,12.81,15.68,4.93,0.00
8.11,213.03,"24,531.87",6.24,322.10,517.49,14.35,59.86,2.77,0.00
4.91,161.24,"13,516.91",8.21,343.31,535.22,14.36,71.44,4.20,0.00
5.10,197.14,"21,682.75",7.76,292.25,424.67,10.93,51.22,4.33,0.00
6.09,208.91,"21,456.60",9.60,263.45,459.02,19.30,31.01,4.52,0.00
10.03,213.65,"25,433.23",5.20,319.01,362.26,13.99,68.02,2.90,0.00
8.98,213.09,"19,030.72",5.29,316.94,473.15,15.89,66.09,4.66,0.00
5.51,228.74,"35,343.63",4.35,,526.11,14.93,46.78,2.80,0.00
,200.84,"20,743.35",6.91,264.64,450.36,10.21,70.50,3.81,0.00
6.73,229.13,"15,058.14",5.12,315.88,443.96,13.78,76.27,4.19,0.00
7.19,228.41,"15,395.47",7.40,334.78,294.92,13.93,50.75,4.10,0.00
,190.38,"30,524.09",6.38,387.67,382.06,19.20,73.66,4.94,0.00
7.13,173.69,"19,309.57",6.53,372.54,295.39,7.27,88.79,3.40,0.00
5.63,203.73,"19,345.92",8.05,265.35,708.23,15.75,69.20,3.51,0.00
,184.02,"13,361.23",9.26,335.09,467.44,19.58,80.08,4.41,0.00
7.96,244.40,"32,405.41",3.32,307.64,433.91,16.25,67.68,3.96,0.00
7.78,195.18,"22,329.74",6.11,416.95,371.62,10.96,,4.70,0.00
5.17,206.27,"17,914.34",11.24,,357.70,4.90,72.08,3.84,0.00
7.67,163.35,"25,035.27",8.26,329.60,431.87,16.08,89.09,4.62,0.00
7.27,229.09,"16,404.76",7.59,272.28,518.61,17.88,67.10,4.00,0.00
3.69,202.51,"9,439.78",10.34,313.14,543.69,15.44,65.21,3.85,0.00
,221.13,"27,158.68",7.88,274.66,472.10,15.76,35.71,4.69,0.00
7.69,220.82,"26,686.85",8.29,299.96,564.53,13.86,77.02,4.52,0.00
8.16,236.34,"27,931.21",6.20,325.32,511.59,13.38,80.69,4.47,0.00
7.19,184.16,"31,125.74",6.38,352.92,472.27,14.81,61.96,3.78,0.00
5.69,202.36,"17,493.65",5.52,385.20,479.24,21.69,,3.73,0.00
8.76,197.22,"19,572.15",7.49,376.84,518.39,19.19,35.79,3.53,0.00
9.81,177.71,"30,575.95",6.39,,536.72,12.34,46.26,4.32,0.00
9.97,237.02,"26,944.68",5.59,334.33,379.14,13.01,86.19,3.64,0.00
,179.15,"18,282.07",7.87,326.19,397.22,9.44,57.85,2.76,0.00
9.15,162.68,"21,463.06",9.82,,501.57,15.67,83.69,4.81,0.00
,146.25,"25,623.34",7.31,,464.18,8.35,69.00,3.58,0.00
5.84,157.88,"16,087.27",9.46,277.54,550.14,11.87,52.25,5.05,0.00
,209.95,"18,668.36",4.45,347.58,479.56,16.09,68.80,3.77,0.00
4.98,220.95,"20,988.09",7.99,232.55,373.62,12.24,45.95,4.48,0.00
5.42,185.90,"18,020.84",6.40,447.42,332.05,7.72,67.33,5.22,0.00
4.84,241.14,"18,328.40",7.40,237.52,355.28,12.72,75.40,4.58,0.00
7.90,217.77,"23,575.99",7.49,279.15,548.16,10.33,65.18,3.14,0.00
6.74,158.53,"16,304.53",7.13,,514.75,9.33,38.54,3.53,0.00
8.66,206.92,"29,551.33",6.03,339.03,329.71,9.14,63.77,3.69,0.00
4.16,181.74,"25,815.39",8.53,297.24,399.29,9.34,46.64,4.17,0.00
8.52,212.30,"28,553.56",7.23,342.60,341.74,9.00,60.73,2.17,0.00
10.00,215.11,"33,462.03",6.19,365.90,373.94,13.79,77.87,2.66,0.00
7.04,204.92,"24,607.09",8.08,280.75,365.85,10.81,59.91,4.24,0.00
2.80,186.12,"11,920.91",8.64,332.74,447.59,18.48,87.70,3.49,0.00
5.97,186.47,"23,124.58",7.01,,446.22,16.46,64.69,5.16,0.00
8.18,178.08,"25,623.87",7.57,391.92,353.51,19.75,74.30,3.85,0.00
7.01,162.12,"26,395.25",6.62,,574.58,12.28,51.63,3.28,0.00
8.18,258.90,"17,291.62",5.18,,434.50,12.81,51.10,4.30,0.00
,162.51,"24,642.81",7.27,330.91,414.65,11.58,73.95,3.22,0.00
6.87,216.74,"13,529.04",5.62,402.31,553.62,15.69,86.38,3.96,0.00
7.95,147.12,"20,827.92",9.23,,474.85,10.71,60.26,4.54,0.00
,204.26,"26,321.69",5.94,,487.27,20.41,70.34,3.31,0.00
9.58,223.30,"28,292.78",5.67,,398.48,11.35,44.57,3.93,0.00
7.27,195.12,"21,496.75",6.57,360.70,418.37,11.38,81.24,4.27,0.00
,260.85,"11,803.74",5.26,336.04,424.06,12.32,70.20,2.82,0.00
8.03,169.33,"19,168.53",8.08,405.53,350.58,15.18,68.00,3.74,0.00
7.88,170.19,"37,000.96",6.22,346.06,517.58,15.87,68.91,4.07,0.00
6.45,237.46,"18,736.19",5.60,,235.04,11.55,56.72,3.76,0.00
5.19,171.24,"12,289.90",10.79,301.23,501.56,12.28,54.47,4.88,0.00
6.54,197.43,"15,979.06",7.42,273.72,452.19,18.58,77.73,5.14,0.00
5.92,195.74,"12,431.80",6.66,380.73,367.85,21.30,90.39,4.51,0.00
8.14,184.23,"30,031.84",6.22,373.65,400.61,15.29,37.79,4.20,0.00
,187.87,"29,532.62",7.98,274.49,469.13,16.17,78.93,4.59,0.00
6.49,205.15,"19,821.34",6.34,298.38,482.60,12.16,89.48,4.91,0.00
,205.34,"25,142.73",5.64,296.09,528.28,12.91,69.53,4.89,0.00
6.98,205.56,"16,100.97",5.53,371.36,532.34,10.35,72.57,5.33,0.00
5.49,134.56,"15,979.33",9.50,366.21,418.64,12.90,57.78,3.99,0.00
2.56,147.49,"21,316.51",9.14,312.05,406.37,11.52,83.28,2.82,0.00
7.31,199.81,"14,540.74",8.83,276.12,486.98,17.27,70.14,5.12,0.00
8.55,191.71,"32,112.57",8.12,293.66,518.94,8.57,58.06,3.56,0.00
6.70,148.84,"13,329.03",7.12,,403.42,20.79,70.35,3.40,0.00
,194.72,"18,344.07",7.61,,320.36,12.33,75.11,4.52,0.00
8.03,204.78,"20,408.49",4.53,406.33,515.58,21.56,70.55,3.92,0.00
,168.04,"18,564.37",8.56,345.21,419.13,18.46,59.70,2.96,0.00
8.62,228.76,"19,126.30",7.02,327.89,383.53,14.76,41.28,4.58,0.00
9.47,169.21,"33,365.32",8.46,315.96,449.72,10.40,74.33,3.16,0.00
6.79,227.23,"14,470.05",8.47,274.44,360.76,19.40,40.29,4.82,0.00
,229.73,"22,444.56",5.70,320.99,389.03,15.50,34.25,3.85,0.00
,188.40,"21,875.22",7.14,408.86,616.12,8.97,59.71,4.12,0.00
5.49,186.70,"16,639.22",9.81,,355.94,12.25,,4.56,0.00
5.05,191.72,"18,252.08",8.12,284.22,373.74,18.05,91.85,3.93,0.00
6.25,199.10,"27,001.34",7.81,296.92,478.75,17.13,84.80,4.76,0.00
8.14,221.75,"29,808.24",8.82,205.94,556.66,10.74,59.51,4.70,0.00
6.85,158.08,"11,914.46",7.63,386.17,473.64,16.94,62.70,4.59,0.00
8.80,225.90,"23,659.21",2.46,408.42,446.99,14.34,42.80,3.77,0.00
,200.31,"25,356.00",7.11,304.65,394.25,16.07,77.81,3.28,0.00
8.38,156.95,"21,923.87",7.66,379.54,364.79,11.77,62.86,3.59,0.00
6.48,215.72,"21,165.59",7.64,348.47,315.08,13.54,46.17,4.04,0.00
9.89,128.59,"26,436.03",8.78,349.75,480.67,9.11,65.33,4.62,0.00
4.81,186.16,"19,118.05",7.05,359.41,577.49,8.30,73.15,3.60,0.00
10.58,278.04,"28,652.14",2.79,379.28,334.21,15.01,65.20,3.05,0.00
6.30,249.08,"21,046.45",5.46,,334.18,15.09,52.79,4.22,0.00
7.82,208.64,"22,308.82",5.85,408.12,502.79,16.14,60.39,3.84,0.00
7.99,191.94,"16,746.80",8.56,312.74,431.51,14.37,77.93,3.65,0.00
9.67,130.61,"30,220.61",9.31,370.29,411.88,18.02,76.16,3.90,0.00
5.94,179.95,"26,562.45",6.80,,431.97,14.63,75.43,2.23,0.00
5.57,189.70,"11,512.47",8.72,329.94,331.33,18.02,66.19,4.37,0.00
7.61,208.82,"34,538.54",5.60,301.79,470.74,15.67,35.37,4.69,0.00
7.10,243.41,"23,493.12",4.79,283.34,341.44,16.07,45.63,3.07,0.00
5.15,185.34,"25,669.72",7.82,318.45,449.92,18.30,49.34,3.84,0.00
7.30,205.72,"23,778.76",8.18,333.34,529.62,12.35,41.03,3.94,0.00
6.10,241.18,"13,539.81",6.02,335.40,363.63,13.46,60.92,4.13,0.00
6.00,186.88,"22,554.83",8.39,331.21,444.89,4.47,65.95,4.04,0.00
,153.04,"28,505.00",8.43,,346.31,15.14,48.38,3.83,0.00
7.89,207.82,"12,359.63",7.38,340.98,499.36,14.05,97.63,5.43,0.00
,159.83,"23,917.19",6.78,369.22,472.93,13.89,85.76,2.86,0.00
7.68,204.86,"21,530.32",8.19,,445.37,16.31,78.02,3.19,0.00
,163.96,"19,516.90",7.18,393.84,587.84,14.84,69.01,4.17,0.00
10.39,262.74,"39,116.68",3.21,285.73,473.31,13.30,65.32,5.77,0.00
6.71,236.54,"33,197.15",4.96,331.48,402.95,14.84,,4.59,0.00
7.35,235.21,"20,443.14",7.18,,305.42,12.83,91.09,3.86,0.00
,196.08,"22,746.06",7.70,325.48,397.05,21.09,51.94,3.71,0.00
7.35,202.17,"17,032.77",6.21,361.44,600.30,17.30,89.08,4.30,0.00
10.15,177.82,"20,642.59",5.76,,487.88,16.49,48.59,2.80,0.00
6.38,266.02,"21,250.94",4.85,357.24,358.19,27.01,59.94,4.53,0.00
7.94,181.77,"15,858.78",6.85,,584.83,10.59,81.96,5.43,0.00
,197.71,"31,251.64",6.25,,322.22,14.27,74.64,3.91,0.00
7.79,192.18,"28,086.87",7.16,329.71,327.38,10.68,52.42,1.96,0.00
6.32,227.55,"24,463.14",6.26,,399.95,17.91,71.15,4.75,0.00
,170.29,"14,550.42",7.85,395.50,486.37,13.80,51.42,3.79,0.00
6.65,170.27,"23,432.11",7.07,,513.36,20.26,78.90,4.17,0.00
6.01,205.48,"23,268.24",9.04,283.34,371.40,16.86,73.02,2.69,0.00
10.09,189.73,"17,572.55",6.89,,416.64,9.48,92.89,4.33,0.00
5.17,135.71,"12,060.01",8.64,,362.22,11.19,76.07,4.61,0.00
5.57,229.17,"15,613.16",4.16,383.48,409.07,10.75,63.76,3.60,0.00
9.49,254.53,"28,492.17",6.11,,620.98,18.42,65.45,3.63,0.00
9.04,199.32,"21,696.00",5.97,350.18,288.51,13.40,73.06,5.66,0.00
4.40,119.33,"19,100.09",11.75,,328.40,14.91,49.36,4.01,0.00
6.98,205.94,"22,685.68",5.93,304.05,441.77,13.52,77.98,4.93,0.00
6.69,160.26,"17,786.76",7.66,,247.92,17.44,86.86,5.56,0.00
6.87,182.67,"20,247.20",6.87,330.81,420.33,17.95,60.07,4.84,0.00
6.16,159.52,"19,781.61",10.08,310.14,505.11,16.77,42.00,3.80,0.00
8.30,232.41,"16,548.36",6.34,301.09,395.34,13.79,78.62,3.89,0.00
8.64,206.34,"39,557.26",6.00,290.58,345.49,14.71,,3.42,0.00
,219.67,"22,210.61",5.88,,398.52,11.50,112.41,2.99,0.00
7.35,214.72,"32,742.19",6.35,320.07,438.04,15.79,55.37,3.54,0.00
7.57,206.20,"15,926.43",5.52,,457.64,11.55,,4.41,0.00
7.86,209.75,"19,850.18",8.04,300.29,368.44,18.53,57.24,4.15,0.00
,181.39,"18,908.63",7.22,325.90,356.17,14.78,93.44,4.01,0.00
3.80,189.62,"18,529.80",6.89,396.11,365.27,15.27,86.68,4.83,0.00
,234.51,"19,038.90",6.80,322.90,437.48,18.11,66.13,3.51,0.00
11.24,178.60,"33,773.11",9.06,327.65,425.87,17.99,58.99,5.15,0.00
6.40,126.49,"20,115.73",7.76,427.38,435.28,11.88,53.66,4.45,0.00
,222.98,"32,237.25",5.92,336.65,526.78,9.84,77.24,4.01,0.00
5.23,191.66,"24,855.91",7.02,337.27,343.35,15.92,77.32,3.19,0.00
6.51,198.56,"21,626.56",5.90,389.34,296.26,9.18,,5.43,0.00
7.83,171.29,"25,918.57",8.59,307.23,448.56,16.41,60.18,3.53,0.00
7.39,178.34,"12,928.64",7.83,,376.49,18.11,40.40,3.85,0.00
6.02,197.47,"10,529.31",5.31,416.50,412.01,9.91,59.17,5.22,0.00
8.39,256.23,"16,795.82",4.14,,333.95,10.82,55.19,3.85,0.00
8.38,223.33,"27,463.65",6.48,352.95,318.04,10.65,64.21,3.46,0.00
7.39,209.62,"17,939.70",7.23,,349.21,13.58,68.15,3.78,0.00
,235.79,"21,983.56",6.06,331.27,441.22,12.74,66.90,4.49,0.00
8.38,166.88,"29,956.36",9.78,307.36,546.48,17.37,37.84,3.68,0.00
7.09,222.50,"30,045.37",6.66,,531.96,16.16,46.10,4.08,0.00
6.57,141.59,"12,875.13",9.12,340.91,339.98,17.11,86.07,2.23,0.00
6.38,199.64,"20,453.82",5.85,,344.60,16.65,68.31,4.66,0.00
7.54,201.96,"26,716.36",5.64,,516.35,14.99,83.54,4.21,0.00
10.63,193.43,"14,054.13",10.33,327.06,479.40,14.08,66.37,5.14,0.00
9.23,200.71,"26,744.23",6.83,339.82,363.95,14.14,86.95,4.83,0.00
10.52,256.17,"31,965.36",5.01,288.57,505.36,12.54,75.34,4.34,0.00
,229.74,"22,709.39",6.36,316.23,294.17,16.10,54.59,4.80,0.00
6.02,236.98,"19,894.15",7.59,286.94,315.27,12.13,74.13,4.03,0.00
,236.20,"34,822.82",4.97,362.07,538.00,19.09,87.80,3.78,0.00
5.97,182.14,"26,804.11",5.74,399.25,481.90,9.21,48.94,4.21,0.00
6.22,189.34,"15,155.55",6.82,306.89,297.76,11.96,81.39,3.49,0.00
,175.83,"36,819.99",7.65,322.02,344.72,16.92,,3.52,0.00
9.13,226.40,"19,968.68",5.72,386.70,440.54,11.75,,5.29,0.00
,283.41,"21,160.09",4.27,253.43,525.99,6.87,54.65,3.98,0.00
6.10,200.05,"16,404.94",6.39,366.02,444.45,16.03,72.30,4.30,0.00
6.20,170.00,"16,666.13",9.48,,457.07,16.35,79.37,3.14,0.00
5.81,184.54,"29,382.34",6.05,348.35,405.62,18.75,82.19,4.13,0.00
6.76,212.64,"22,112.75",8.33,275.24,387.56,14.17,76.32,4.18,0.00
,172.11,"26,595.37",8.23,,348.84,7.88,93.30,3.55,0.00
6.37,128.62,"13,689.59",9.07,,319.79,8.00,36.01,3.43,0.00
6.60,205.62,"19,635.59",7.17,344.03,430.56,12.17,57.36,3.97,0.00
5.65,139.05,"16,575.82",7.86,390.54,418.54,13.27,66.08,3.87,0.00
7.61,248.04,"14,609.98",6.36,322.36,275.32,11.71,94.78,4.58,0.00
2.97,147.15,"17,326.20",2.50,393.17,375.41,12.80,76.41,2.78,1.00
,181.56,"19,289.36",7.33,,274.70,14.09,56.80,2.62,1.00
,232.10,"16,378.15",0.35,238.45,454.56,7.76,55.88,4.43,1.00
8.11,198.77,"35,200.80",9.69,,348.97,19.07,72.87,3.66,1.00
7.12,204.04,"25,131.67",5.40,292.32,424.00,12.84,55.40,3.92,1.00
5.28,164.06,"13,679.06",5.97,,635.89,11.81,35.43,3.84,1.00
,167.10,"30,362.68",9.99,362.26,432.03,9.97,94.98,3.35,1.00
9.81,220.05,"34,132.07",9.75,233.87,367.04,13.50,62.95,4.48,1.00
,172.21,"26,653.76",7.27,335.89,510.03,13.81,85.38,4.49,1.00
8.02,197.79,"23,104.52",9.67,322.93,395.74,13.34,68.85,3.19,1.00
6.60,206.92,"14,598.03",6.45,316.25,582.11,12.52,68.87,3.40,1.00
6.45,198.49,"19,002.31",7.31,335.48,257.01,13.72,52.86,3.28,1.00
6.27,163.39,"28,141.22",8.51,376.87,295.68,9.94,50.16,2.94,1.00
,145.00,"16,219.48",5.56,379.96,374.54,11.12,72.29,4.90,1.00
5.16,179.64,"18,666.56",5.20,400.90,485.31,14.06,75.82,4.32,1.00
6.98,181.71,"18,194.55",8.26,371.15,201.62,11.27,68.19,3.41,1.00
6.79,210.41,"30,471.93",6.61,326.59,493.18,19.99,61.12,2.91,1.00
8.31,198.34,"24,344.97",8.34,278.87,456.53,15.51,64.44,3.76,1.00
5.06,137.69,"11,229.14",6.41,481.03,580.10,15.39,43.88,3.16,1.00
6.91,211.11,"19,224.99",6.38,307.10,323.89,21.21,71.92,5.41,1.00
7.24,188.05,"20,877.53",8.45,,377.65,16.36,71.63,4.47,1.00
6.16,189.06,"27,312.17",6.82,319.95,522.80,13.50,53.70,4.83,1.00
9.16,241.38,"28,170.89",6.82,262.57,568.42,8.12,48.26,3.54,1.00
5.28,166.73,"18,404.05",4.78,,347.22,15.53,63.01,3.63,1.00
3.98,135.89,"17,430.84",6.31,373.49,344.40,15.62,68.37,3.67,1.00
5.69,154.57,"17,628.04",6.66,390.09,324.43,17.35,67.41,4.07,1.00
6.93,217.77,"19,026.02",3.12,317.07,448.23,12.94,76.82,2.01,1.00
7.46,227.00,"26,559.36",5.66,300.69,332.07,16.05,28.68,3.88,1.00
6.07,217.83,"17,162.75",3.52,319.04,612.09,16.54,64.83,2.69,1.00
7.14,186.58,"19,502.54",8.10,305.43,355.94,15.65,73.89,2.57,1.00
